tanggal,nama_target_id,nama_target,jumlah_target,nabung_harian,jumlah_terkumpul,progres,sisa_target,status_id,status
05/24/2023,3,Motor Honda Vario 160,29000000,500000,27450000,0.95,0.05,0,BELUM TERPENUHI
05/25/2023,3,Motor Honda Vario 160,29000000,50000,27500000,0.95,0.05,0,BELUM TERPENUHI
05/26/2023,3,Motor Honda Vario 160,29000000,200000,27700000,0.96,0.04,0,BELUM TERPENUHI
05/27/2023,3,Motor Honda Vario 160,29000000,300000,28000000,0.97,0.03,0,BELUM TERPENUHI
05/28/2023,3,Motor Honda Vario 160,29000000,50000,28050000,0.97,0.03,0,BELUM TERPENUHI
05/29/2023,3,Motor Honda Vario 160,29000000,300000,28350000,0.98,0.02,0,BELUM TERPENUHI
05/30/2023,3,Motor Honda Vario 160,29000000,300000,28650000,0.99,0.01,0,BELUM TERPENUHI
05/31/2023,3,Motor Honda Vario 160,29000000,200000,28850000,0.99,0.01,0,BELUM TERPENUHI
06/01/2023,3,Motor Honda Vario 160,29000000,100000,28950000,1.0,0.0,0,BELUM TERPENUHI
06/02/2023,3,Motor Honda Vario 160,29000000,500000,29450000,1.0,0.0,1,TERPENUHI ✅
06/03/2023,4,PlayStation 5 Slim,9000000,500000,500000,0.06,0.94,0,BELUM TERPENUHI
06/04/2023,4,PlayStation 5 Slim,9000000,200000,700000,0.08,0.92,0,BELUM TERPENUHI
06/05/2023,4,PlayStation 5 Slim,9000000,300000,1000000,0.11,0.89,0,BELUM TERPENUHI
06/06/2023,4,PlayStation 5 Slim,9000000,50000,1050000,0.12,0.88,0,BELUM TERPENUHI
06/07/2023,4,PlayStation 5 Slim,9000000,300000,1350000,0.15,0.85,0,BELUM TERPENUHI
06/08/2023,4,PlayStation 5 Slim,9000000,200000,1550000,0.17,0.83,0,BELUM TERPENUHI
06/09/2023,4,PlayStation 5 Slim,9000000,500000,2050000,0.23,0.77,0,BELUM TERPENUHI
06/10/2023,4,PlayStation 5 Slim,9000000,300000,2350000,0.26,0.74,0,BELUM TERPENUHI
06/11/2023,4,PlayStation 5 Slim,9000000,500000,2850000,0.32,0.68,0,BELUM TERPENUHI
06/12/2023,4,PlayStation 5 Slim,9000000,50000,2900000,0.32,0.68,0,BELUM TERPENUHI
06/13/2023,4,PlayStation 5 Slim,9000000,500000,3400000,0.38,0.62,0,BELUM TERPENUHI
06/14/2023,4,PlayStation 5 Slim,9000000,500000,3900000,0.43,0.57,0,BELUM TERPENUHI
06/15/2023,4,PlayStation 5 Slim,9000000,100000,4000000,0.44,0.56,0,BELUM TERPENUHI
06/16/2023,4,PlayStation 5 Slim,9000000,100000,4100000,0.46,0.54,0,BELUM TERPENUHI
06/17/2023,4,PlayStation 5 Slim,9000000,100000,4200000,0.47,0.53,0,BELUM TERPENUHI
06/18/2023,4,PlayStation 5 Slim,9000000,500000,4700000,0.52,0.48,0,BELUM TERPENUHI
06/19/2023,4,PlayStation 5 Slim,9000000,200000,4900000,0.54,0.46,0,BELUM TERPENUHI
06/20/2023,4,PlayStation 5 Slim,9000000,500000,5400000,0.6,0.4,0,BELUM TERPENUHI
06/21/2023,4,PlayStation 5 Slim,9000000,200000,5600000,0.62,0.38,0,BELUM TERPENUHI
06/22/2023,4,PlayStation 5 Slim,9000000,200000,5800000,0.64,0.36,0,BELUM TERPENUHI
06/23/2023,4,PlayStation 5 Slim,9000000,100000,5900000,0.66,0.34,0,BELUM TERPENUHI
06/24/2023,4,PlayStation 5 Slim,9000000,300000,6200000,0.69,0.31,0,BELUM TERPENUHI
06/25/2023,4,PlayStation 5 Slim,9000000,50000,6250000,0.69,0.31,0,BELUM TERPENUHI
06/26/2023,4,PlayStation 5 Slim,9000000,100000,6350000,0.71,0.29,0,BELUM TERPENUHI
06/27/2023,4,PlayStation 5 Slim,9000000,100000,6450000,0.72,0.28,0,BELUM TERPENUHI
06/28/2023,4,PlayStation 5 Slim,9000000,300000,6750000,0.75,0.25,0,BELUM TERPENUHI
06/29/2023,4,PlayStation 5 Slim,9000000,50000,6800000,0.76,0.24,0,BELUM TERPENUHI
06/30/2023,4,PlayStation 5 Slim,9000000,500000,7300000,0.81,0.19,0,BELUM TERPENUHI
07/01/2023,4,PlayStation 5 Slim,9000000,500000,7800000,0.87,0.13,0,BELUM TERPENUHI
07/02/2023,4,PlayStation 5 Slim,9000000,100000,7900000,0.88,0.12,0,BELUM TERPENUHI
07/03/2023,4,PlayStation 5 Slim,9000000,50000,7950000,0.88,0.12,0,BELUM TERPENUHI
07/04/2023,4,PlayStation 5 Slim,9000000,100000,8050000,0.89,0.11,0,BELUM TERPENUHI
07/05/2023,4,PlayStation 5 Slim,9000000,200000,8250000,0.92,0.08,0,BELUM TERPENUHI
07/06/2023,4,PlayStation 5 Slim,9000000,100000,8350000,0.93,0.07,0,BELUM TERPENUHI
07/07/2023,4,PlayStation 5 Slim,9000000,100000,8450000,0.94,0.06,0,BELUM TERPENUHI
07/08/2023,4,PlayStation 5 Slim,9000000,500000,8950000,0.99,0.01,0,BELUM TERPENUHI
07/09/2023,4,PlayStation 5 Slim,9000000,500000,9450000,1.0,0.0,1,TERPENUHI ✅
07/10/2023,5,Kamera Sony A7 IV,32000000,500000,500000,0.02,0.98,0,BELUM TERPENUHI
07/11/2023,5,Kamera Sony A7 IV,32000000,200000,700000,0.02,0.98,0,BELUM TERPENUHI
07/12/2023,5,Kamera Sony A7 IV,32000000,500000,1200000,0.04,0.96,0,BELUM TERPENUHI
07/13/2023,5,Kamera Sony A7 IV,32000000,50000,1250000,0.04,0.96,0,BELUM TERPENUHI
07/14/2023,5,Kamera Sony A7 IV,32000000,300000,1550000,0.05,0.95,0,BELUM TERPENUHI
07/15/2023,5,Kamera Sony A7 IV,32000000,50000,1600000,0.05,0.95,0,BELUM TERPENUHI
07/16/2023,5,Kamera Sony A7 IV,32000000,50000,1650000,0.05,0.95,0,BELUM TERPENUHI
07/17/2023,5,Kamera Sony A7 IV,32000000,500000,2150000,0.07,0.93,0,BELUM TERPENUHI
07/18/2023,5,Kamera Sony A7 IV,32000000,300000,2450000,0.08,0.92,0,BELUM TERPENUHI
07/19/2023,5,Kamera Sony A7 IV,32000000,300000,2750000,0.09,0.91,0,BELUM TERPENUHI
07/20/2023,5,Kamera Sony A7 IV,32000000,300000,3050000,0.1,0.9,0,BELUM TERPENUHI
07/21/2023,5,Kamera Sony A7 IV,32000000,200000,3250000,0.1,0.9,0,BELUM TERPENUHI
07/22/2023,5,Kamera Sony A7 IV,32000000,500000,3750000,0.12,0.88,0,BELUM TERPENUHI
07/23/2023,5,Kamera Sony A7 IV,32000000,300000,4050000,0.13,0.87,0,BELUM TERPENUHI
07/24/2023,5,Kamera Sony A7 IV,32000000,200000,4250000,0.13,0.87,0,BELUM TERPENUHI
07/25/2023,5,Kamera Sony A7 IV,32000000,100000,4350000,0.14,0.86,0,BELUM TERPENUHI
07/26/2023,5,Kamera Sony A7 IV,32000000,100000,4450000,0.14,0.86,0,BELUM TERPENUHI
07/27/2023,5,Kamera Sony A7 IV,32000000,200000,4650000,0.15,0.85,0,BELUM TERPENUHI
07/28/2023,5,Kamera Sony A7 IV,32000000,200000,4850000,0.15,0.85,0,BELUM TERPENUHI
07/29/2023,5,Kamera Sony A7 IV,32000000,500000,5350000,0.17,0.83,0,BELUM TERPENUHI
07/30/2023,5,Kamera Sony A7 IV,32000000,500000,5850000,0.18,0.82,0,BELUM TERPENUHI
07/31/2023,5,Kamera Sony A7 IV,32000000,100000,5950000,0.19,0.81,0,BELUM TERPENUHI
08/01/2023,5,Kamera Sony A7 IV,32000000,300000,6250000,0.2,0.8,0,BELUM TERPENUHI
08/02/2023,5,Kamera Sony A7 IV,32000000,100000,6350000,0.2,0.8,0,BELUM TERPENUHI
08/03/2023,5,Kamera Sony A7 IV,32000000,300000,6650000,0.21,0.79,0,BELUM TERPENUHI
08/04/2023,5,Kamera Sony A7 IV,32000000,300000,6950000,0.22,0.78,0,BELUM TERPENUHI
08/05/2023,5,Kamera Sony A7 IV,32000000,500000,7450000,0.23,0.77,0,BELUM TERPENUHI
08/06/2023,5,Kamera Sony A7 IV,32000000,50000,7500000,0.23,0.77,0,BELUM TERPENUHI
08/07/2023,5,Kamera Sony A7 IV,32000000,50000,7550000,0.24,0.76,0,BELUM TERPENUHI
08/08/2023,5,Kamera Sony A7 IV,32000000,200000,7750000,0.24,0.76,0,BELUM TERPENUHI
08/09/2023,5,Kamera Sony A7 IV,32000000,500000,8250000,0.26,0.74,0,BELUM TERPENUHI
08/10/2023,5,Kamera Sony A7 IV,32000000,300000,8550000,0.27,0.73,0,BELUM TERPENUHI
08/11/2023,5,Kamera Sony A7 IV,32000000,50000,8600000,0.27,0.73,0,BELUM TERPENUHI
08/12/2023,5,Kamera Sony A7 IV,32000000,300000,8900000,0.28,0.72,0,BELUM TERPENUHI
08/13/2023,5,Kamera Sony A7 IV,32000000,50000,8950000,0.28,0.72,0,BELUM TERPENUHI
08/14/2023,5,Kamera Sony A7 IV,32000000,50000,9000000,0.28,0.72,0,BELUM TERPENUHI
08/15/2023,5,Kamera Sony A7 IV,32000000,50000,9050000,0.28,0.72,0,BELUM TERPENUHI
08/16/2023,5,Kamera Sony A7 IV,32000000,500000,9550000,0.3,0.7,0,BELUM TERPENUHI
08/17/2023,5,Kamera Sony A7 IV,32000000,100000,9650000,0.3,0.7,0,BELUM TERPENUHI
08/18/2023,5,Kamera Sony A7 IV,32000000,300000,9950000,0.31,0.69,0,BELUM TERPENUHI
08/19/2023,5,Kamera Sony A7 IV,32000000,500000,10450000,0.33,0.67,0,BELUM TERPENUHI
08/20/2023,5,Kamera Sony A7 IV,32000000,500000,10950000,0.34,0.66,0,BELUM TERPENUHI
08/21/2023,5,Kamera Sony A7 IV,32000000,500000,11450000,0.36,0.64,0,BELUM TERPENUHI
08/22/2023,5,Kamera Sony A7 IV,32000000,500000,11950000,0.37,0.63,0,BELUM TERPENUHI
08/23/2023,5,Kamera Sony A7 IV,32000000,500000,12450000,0.39,0.61,0,BELUM TERPENUHI
08/24/2023,5,Kamera Sony A7 IV,32000000,200000,12650000,0.4,0.6,0,BELUM TERPENUHI
08/25/2023,5,Kamera Sony A7 IV,32000000,300000,12950000,0.4,0.6,0,BELUM TERPENUHI
08/26/2023,5,Kamera Sony A7 IV,32000000,500000,13450000,0.42,0.58,0,BELUM TERPENUHI
08/27/2023,5,Kamera Sony A7 IV,32000000,300000,13750000,0.43,0.57,0,BELUM TERPENUHI
08/28/2023,5,Kamera Sony A7 IV,32000000,200000,13950000,0.44,0.56,0,BELUM TERPENUHI
08/29/2023,5,Kamera Sony A7 IV,32000000,200000,14150000,0.44,0.56,0,BELUM TERPENUHI
08/30/2023,5,Kamera Sony A7 IV,32000000,300000,14450000,0.45,0.55,0,BELUM TERPENUHI
08/31/2023,5,Kamera Sony A7 IV,32000000,50000,14500000,0.45,0.55,0,BELUM TERPENUHI
09/01/2023,5,Kamera Sony A7 IV,32000000,100000,14600000,0.46,0.54,0,BELUM TERPENUHI
09/02/2023,5,Kamera Sony A7 IV,32000000,50000,14650000,0.46,0.54,0,BELUM TERPENUHI
09/03/2023,5,Kamera Sony A7 IV,32000000,50000,14700000,0.46,0.54,0,BELUM TERPENUHI
09/04/2023,5,Kamera Sony A7 IV,32000000,50000,14750000,0.46,0.54,0,BELUM TERPENUHI
09/05/2023,5,Kamera Sony A7 IV,32000000,500000,15250000,0.48,0.52,0,BELUM TERPENUHI
09/06/2023,5,Kamera Sony A7 IV,32000000,200000,15450000,0.48,0.52,0,BELUM TERPENUHI
09/07/2023,5,Kamera Sony A7 IV,32000000,50000,15500000,0.48,0.52,0,BELUM TERPENUHI
09/08/2023,5,Kamera Sony A7 IV,32000000,200000,15700000,0.49,0.51,0,BELUM TERPENUHI
09/09/2023,5,Kamera Sony A7 IV,32000000,300000,16000000,0.5,0.5,0,BELUM TERPENUHI
09/10/2023,5,Kamera Sony A7 IV,32000000,100000,16100000,0.5,0.5,0,BELUM TERPENUHI
09/11/2023,5,Kamera Sony A7 IV,32000000,300000,16400000,0.51,0.49,0,BELUM TERPENUHI
09/12/2023,5,Kamera Sony A7 IV,32000000,300000,16700000,0.52,0.48,0,BELUM TERPENUHI
09/13/2023,5,Kamera Sony A7 IV,32000000,500000,17200000,0.54,0.46,0,BELUM TERPENUHI
09/14/2023,5,Kamera Sony A7 IV,32000000,100000,17300000,0.54,0.46,0,BELUM TERPENUHI
09/15/2023,5,Kamera Sony A7 IV,32000000,300000,17600000,0.55,0.45,0,BELUM TERPENUHI
09/16/2023,5,Kamera Sony A7 IV,32000000,300000,17900000,0.56,0.44,0,BELUM TERPENUHI
09/17/2023,5,Kamera Sony A7 IV,32000000,100000,18000000,0.56,0.44,0,BELUM TERPENUHI
09/18/2023,5,Kamera Sony A7 IV,32000000,100000,18100000,0.57,0.43,0,BELUM TERPENUHI
09/19/2023,5,Kamera Sony A7 IV,32000000,300000,18400000,0.57,0.43,0,BELUM TERPENUHI
09/20/2023,5,Kamera Sony A7 IV,32000000,100000,18500000,0.58,0.42,0,BELUM TERPENUHI
09/21/2023,5,Kamera Sony A7 IV,32000000,300000,18800000,0.59,0.41,0,BELUM TERPENUHI
09/22/2023,5,Kamera Sony A7 IV,32000000,300000,19100000,0.6,0.4,0,BELUM TERPENUHI
09/23/2023,5,Kamera Sony A7 IV,32000000,500000,19600000,0.61,0.39,0,BELUM TERPENUHI
09/24/2023,5,Kamera Sony A7 IV,32000000,50000,19650000,0.61,0.39,0,BELUM TERPENUHI
09/25/2023,5,Kamera Sony A7 IV,32000000,300000,19950000,0.62,0.38,0,BELUM TERPENUHI
09/26/2023,5,Kamera Sony A7 IV,32000000,200000,20150000,0.63,0.37,0,BELUM TERPENUHI
09/27/2023,5,Kamera Sony A7 IV,32000000,50000,20200000,0.63,0.37,0,BELUM TERPENUHI
09/28/2023,5,Kamera Sony A7 IV,32000000,50000,20250000,0.63,0.37,0,BELUM TERPENUHI
09/29/2023,5,Kamera Sony A7 IV,32000000,50000,20300000,0.63,0.37,0,BELUM TERPENUHI
09/30/2023,5,Kamera Sony A7 IV,32000000,500000,20800000,0.65,0.35,0,BELUM TERPENUHI
10/01/2023,5,Kamera Sony A7 IV,32000000,300000,21100000,0.66,0.34,0,BELUM TERPENUHI
10/02/2023,5,Kamera Sony A7 IV,32000000,500000,21600000,0.68,0.32,0,BELUM TERPENUHI
10/03/2023,5,Kamera Sony A7 IV,32000000,300000,21900000,0.68,0.32,0,BELUM TERPENUHI
10/04/2023,5,Kamera Sony A7 IV,32000000,500000,22400000,0.7,0.3,0,BELUM TERPENUHI
10/05/2023,5,Kamera Sony A7 IV,32000000,500000,22900000,0.72,0.28,0,BELUM TERPENUHI
10/06/2023,5,Kamera Sony A7 IV,32000000,200000,23100000,0.72,0.28,0,BELUM TERPENUHI
10/07/2023,5,Kamera Sony A7 IV,32000000,500000,23600000,0.74,0.26,0,BELUM TERPENUHI
10/08/2023,5,Kamera Sony A7 IV,32000000,100000,23700000,0.74,0.26,0,BELUM TERPENUHI
10/09/2023,5,Kamera Sony A7 IV,32000000,200000,23900000,0.75,0.25,0,BELUM TERPENUHI
10/10/2023,5,Kamera Sony A7 IV,32000000,500000,24400000,0.76,0.24,0,BELUM TERPENUHI
10/11/2023,5,Kamera Sony A7 IV,32000000,50000,24450000,0.76,0.24,0,BELUM TERPENUHI
10/12/2023,5,Kamera Sony A7 IV,32000000,100000,24550000,0.77,0.23,0,BELUM TERPENUHI
10/13/2023,5,Kamera Sony A7 IV,32000000,100000,24650000,0.77,0.23,0,BELUM TERPENUHI
10/14/2023,5,Kamera Sony A7 IV,32000000,100000,24750000,0.77,0.23,0,BELUM TERPENUHI
10/15/2023,5,Kamera Sony A7 IV,32000000,200000,24950000,0.78,0.22,0,BELUM TERPENUHI
10/16/2023,5,Kamera Sony A7 IV,32000000,500000,25450000,0.8,0.2,0,BELUM TERPENUHI
10/17/2023,5,Kamera Sony A7 IV,32000000,500000,25950000,0.81,0.19,0,BELUM TERPENUHI
10/18/2023,5,Kamera Sony A7 IV,32000000,50000,26000000,0.81,0.19,0,BELUM TERPENUHI
10/19/2023,5,Kamera Sony A7 IV,32000000,50000,26050000,0.81,0.19,0,BELUM TERPENUHI
10/20/2023,5,Kamera Sony A7 IV,32000000,100000,26150000,0.82,0.18,0,BELUM TERPENUHI
10/21/2023,5,Kamera Sony A7 IV,32000000,50000,26200000,0.82,0.18,0,BELUM TERPENUHI
10/22/2023,5,Kamera Sony A7 IV,32000000,200000,26400000,0.82,0.18,0,BELUM TERPENUHI
10/23/2023,5,Kamera Sony A7 IV,32000000,500000,26900000,0.84,0.16,0,BELUM TERPENUHI
10/24/2023,5,Kamera Sony A7 IV,32000000,100000,27000000,0.84,0.16,0,BELUM TERPENUHI
10/25/2023,5,Kamera Sony A7 IV,32000000,50000,27050000,0.85,0.15,0,BELUM TERPENUHI
10/26/2023,5,Kamera Sony A7 IV,32000000,200000,27250000,0.85,0.15,0,BELUM TERPENUHI
10/27/2023,5,Kamera Sony A7 IV,32000000,200000,27450000,0.86,0.14,0,BELUM TERPENUHI
10/28/2023,5,Kamera Sony A7 IV,32000000,50000,27500000,0.86,0.14,0,BELUM TERPENUHI
10/29/2023,5,Kamera Sony A7 IV,32000000,500000,28000000,0.88,0.12,0,BELUM TERPENUHI
10/30/2023,5,Kamera Sony A7 IV,32000000,50000,28050000,0.88,0.12,0,BELUM TERPENUHI
10/31/2023,5,Kamera Sony A7 IV,32000000,100000,28150000,0.88,0.12,0,BELUM TERPENUHI
11/01/2023,5,Kamera Sony A7 IV,32000000,50000,28200000,0.88,0.12,0,BELUM TERPENUHI
11/02/2023,5,Kamera Sony A7 IV,32000000,200000,28400000,0.89,0.11,0,BELUM TERPENUHI
11/03/2023,5,Kamera Sony A7 IV,32000000,50000,28450000,0.89,0.11,0,BELUM TERPENUHI
11/04/2023,5,Kamera Sony A7 IV,32000000,500000,28950000,0.9,0.1,0,BELUM TERPENUHI
11/05/2023,5,Kamera Sony A7 IV,32000000,300000,29250000,0.91,0.09,0,BELUM TERPENUHI
11/06/2023,5,Kamera Sony A7 IV,32000000,50000,29300000,0.92,0.08,0,BELUM TERPENUHI
11/07/2023,5,Kamera Sony A7 IV,32000000,500000,29800000,0.93,0.07,0,BELUM TERPENUHI
11/08/2023,5,Kamera Sony A7 IV,32000000,500000,30300000,0.95,0.05,0,BELUM TERPENUHI
11/09/2023,5,Kamera Sony A7 IV,32000000,200000,30500000,0.95,0.05,0,BELUM TERPENUHI
11/10/2023,5,Kamera Sony A7 IV,32000000,500000,31000000,0.97,0.03,0,BELUM TERPENUHI
11/11/2023,5,Kamera Sony A7 IV,32000000,500000,31500000,0.98,0.02,0,BELUM TERPENUHI
11/12/2023,5,Kamera Sony A7 IV,32000000,500000,32000000,1.0,0.0,1,TERPENUHI ✅
11/13/2023,6,iPad Pro M4 13 Inch,22000000,500000,500000,0.02,0.98,0,BELUM TERPENUHI
11/14/2023,6,iPad Pro M4 13 Inch,22000000,100000,600000,0.03,0.97,0,BELUM TERPENUHI
11/15/2023,6,iPad Pro M4 13 Inch,22000000,100000,700000,0.03,0.97,0,BELUM TERPENUHI
11/16/2023,6,iPad Pro M4 13 Inch,22000000,200000,900000,0.04,0.96,0,BELUM TERPENUHI
11/17/2023,6,iPad Pro M4 13 Inch,22000000,50000,950000,0.04,0.96,0,BELUM TERPENUHI
11/18/2023,6,iPad Pro M4 13 Inch,22000000,500000,1450000,0.07,0.93,0,BELUM TERPENUHI
11/19/2023,6,iPad Pro M4 13 Inch,22000000,50000,1500000,0.07,0.93,0,BELUM TERPENUHI
11/20/2023,6,iPad Pro M4 13 Inch,22000000,50000,1550000,0.07,0.93,0,BELUM TERPENUHI
11/21/2023,6,iPad Pro M4 13 Inch,22000000,200000,1750000,0.08,0.92,0,BELUM TERPENUHI
11/22/2023,6,iPad Pro M4 13 Inch,22000000,500000,2250000,0.1,0.9,0,BELUM TERPENUHI
11/23/2023,6,iPad Pro M4 13 Inch,22000000,500000,2750000,0.12,0.88,0,BELUM TERPENUHI
11/24/2023,6,iPad Pro M4 13 Inch,22000000,300000,3050000,0.14,0.86,0,BELUM TERPENUHI
11/25/2023,6,iPad Pro M4 13 Inch,22000000,50000,3100000,0.14,0.86,0,BELUM TERPENUHI
11/26/2023,6,iPad Pro M4 13 Inch,22000000,50000,3150000,0.14,0.86,0,BELUM TERPENUHI
11/27/2023,6,iPad Pro M4 13 Inch,22000000,100000,3250000,0.15,0.85,0,BELUM TERPENUHI
11/28/2023,6,iPad Pro M4 13 Inch,22000000,300000,3550000,0.16,0.84,0,BELUM TERPENUHI
11/29/2023,6,iPad Pro M4 13 Inch,22000000,100000,3650000,0.17,0.83,0,BELUM TERPENUHI
11/30/2023,6,iPad Pro M4 13 Inch,22000000,100000,3750000,0.17,0.83,0,BELUM TERPENUHI
12/01/2023,6,iPad Pro M4 13 Inch,22000000,100000,3850000,0.18,0.82,0,BELUM TERPENUHI
12/02/2023,6,iPad Pro M4 13 Inch,22000000,200000,4050000,0.18,0.82,0,BELUM TERPENUHI
12/03/2023,6,iPad Pro M4 13 Inch,22000000,200000,4250000,0.19,0.81,0,BELUM TERPENUHI
12/04/2023,6,iPad Pro M4 13 Inch,22000000,100000,4350000,0.2,0.8,0,BELUM TERPENUHI
12/05/2023,6,iPad Pro M4 13 Inch,22000000,300000,4650000,0.21,0.79,0,BELUM TERPENUHI
12/06/2023,6,iPad Pro M4 13 Inch,22000000,50000,4700000,0.21,0.79,0,BELUM TERPENUHI
12/07/2023,6,iPad Pro M4 13 Inch,22000000,300000,5000000,0.23,0.77,0,BELUM TERPENUHI
12/08/2023,6,iPad Pro M4 13 Inch,22000000,500000,5500000,0.25,0.75,0,BELUM TERPENUHI
12/09/2023,6,iPad Pro M4 13 Inch,22000000,200000,5700000,0.26,0.74,0,BELUM TERPENUHI
12/10/2023,6,iPad Pro M4 13 Inch,22000000,50000,5750000,0.26,0.74,0,BELUM TERPENUHI
12/11/2023,6,iPad Pro M4 13 Inch,22000000,50000,5800000,0.26,0.74,0,BELUM TERPENUHI
12/12/2023,6,iPad Pro M4 13 Inch,22000000,500000,6300000,0.29,0.71,0,BELUM TERPENUHI
12/13/2023,6,iPad Pro M4 13 Inch,22000000,500000,6800000,0.31,0.69,0,BELUM TERPENUHI
12/14/2023,6,iPad Pro M4 13 Inch,22000000,100000,6900000,0.31,0.69,0,BELUM TERPENUHI
12/15/2023,6,iPad Pro M4 13 Inch,22000000,200000,7100000,0.32,0.68,0,BELUM TERPENUHI
12/16/2023,6,iPad Pro M4 13 Inch,22000000,200000,7300000,0.33,0.67,0,BELUM TERPENUHI
12/17/2023,6,iPad Pro M4 13 Inch,22000000,300000,7600000,0.35,0.65,0,BELUM TERPENUHI
12/18/2023,6,iPad Pro M4 13 Inch,22000000,100000,7700000,0.35,0.65,0,BELUM TERPENUHI
12/19/2023,6,iPad Pro M4 13 Inch,22000000,100000,7800000,0.35,0.65,0,BELUM TERPENUHI
12/20/2023,6,iPad Pro M4 13 Inch,22000000,100000,7900000,0.36,0.64,0,BELUM TERPENUHI
12/21/2023,6,iPad Pro M4 13 Inch,22000000,100000,8000000,0.36,0.64,0,BELUM TERPENUHI
12/22/2023,6,iPad Pro M4 13 Inch,22000000,200000,8200000,0.37,0.63,0,BELUM TERPENUHI
12/23/2023,6,iPad Pro M4 13 Inch,22000000,200000,8400000,0.38,0.62,0,BELUM TERPENUHI
12/24/2023,6,iPad Pro M4 13 Inch,22000000,100000,8500000,0.39,0.61,0,BELUM TERPENUHI
12/25/2023,6,iPad Pro M4 13 Inch,22000000,300000,8800000,0.4,0.6,0,BELUM TERPENUHI
12/26/2023,6,iPad Pro M4 13 Inch,22000000,50000,8850000,0.4,0.6,0,BELUM TERPENUHI
12/27/2023,6,iPad Pro M4 13 Inch,22000000,50000,8900000,0.4,0.6,0,BELUM TERPENUHI
12/28/2023,6,iPad Pro M4 13 Inch,22000000,300000,9200000,0.42,0.58,0,BELUM TERPENUHI
12/29/2023,6,iPad Pro M4 13 Inch,22000000,100000,9300000,0.42,0.58,0,BELUM TERPENUHI
12/30/2023,6,iPad Pro M4 13 Inch,22000000,200000,9500000,0.43,0.57,0,BELUM TERPENUHI
12/31/2023,6,iPad Pro M4 13 Inch,22000000,50000,9550000,0.43,0.57,0,BELUM TERPENUHI
01/01/2024,6,iPad Pro M4 13 Inch,22000000,500000,10050000,0.46,0.54,0,BELUM TERPENUHI
01/02/2024,6,iPad Pro M4 13 Inch,22000000,500000,10550000,0.48,0.52,0,BELUM TERPENUHI
01/03/2024,6,iPad Pro M4 13 Inch,22000000,300000,10850000,0.49,0.51,0,BELUM TERPENUHI
01/04/2024,6,iPad Pro M4 13 Inch,22000000,100000,10950000,0.5,0.5,0,BELUM TERPENUHI
01/05/2024,6,iPad Pro M4 13 Inch,22000000,50000,11000000,0.5,0.5,0,BELUM TERPENUHI
01/06/2024,6,iPad Pro M4 13 Inch,22000000,100000,11100000,0.5,0.5,0,BELUM TERPENUHI
01/07/2024,6,iPad Pro M4 13 Inch,22000000,50000,11150000,0.51,0.49,0,BELUM TERPENUHI
01/08/2024,6,iPad Pro M4 13 Inch,22000000,300000,11450000,0.52,0.48,0,BELUM TERPENUHI
01/09/2024,6,iPad Pro M4 13 Inch,22000000,300000,11750000,0.53,0.47,0,BELUM TERPENUHI
01/10/2024,6,iPad Pro M4 13 Inch,22000000,500000,12250000,0.56,0.44,0,BELUM TERPENUHI
01/11/2024,6,iPad Pro M4 13 Inch,22000000,100000,12350000,0.56,0.44,0,BELUM TERPENUHI
01/12/2024,6,iPad Pro M4 13 Inch,22000000,500000,12850000,0.58,0.42,0,BELUM TERPENUHI
01/13/2024,6,iPad Pro M4 13 Inch,22000000,100000,12950000,0.59,0.41,0,BELUM TERPENUHI
01/14/2024,6,iPad Pro M4 13 Inch,22000000,500000,13450000,0.61,0.39,0,BELUM TERPENUHI
01/15/2024,6,iPad Pro M4 13 Inch,22000000,200000,13650000,0.62,0.38,0,BELUM TERPENUHI
01/16/2024,6,iPad Pro M4 13 Inch,22000000,200000,13850000,0.63,0.37,0,BELUM TERPENUHI
01/17/2024,6,iPad Pro M4 13 Inch,22000000,200000,14050000,0.64,0.36,0,BELUM TERPENUHI
01/18/2024,6,iPad Pro M4 13 Inch,22000000,200000,14250000,0.65,0.35,0,BELUM TERPENUHI
01/19/2024,6,iPad Pro M4 13 Inch,22000000,50000,14300000,0.65,0.35,0,BELUM TERPENUHI
01/20/2024,6,iPad Pro M4 13 Inch,22000000,200000,14500000,0.66,0.34,0,BELUM TERPENUHI
01/21/2024,6,iPad Pro M4 13 Inch,22000000,300000,14800000,0.67,0.33,0,BELUM TERPENUHI
01/22/2024,6,iPad Pro M4 13 Inch,22000000,300000,15100000,0.69,0.31,0,BELUM TERPENUHI
01/23/2024,6,iPad Pro M4 13 Inch,22000000,50000,15150000,0.69,0.31,0,BELUM TERPENUHI
01/24/2024,6,iPad Pro M4 13 Inch,22000000,200000,15350000,0.7,0.3,0,BELUM TERPENUHI
01/25/2024,6,iPad Pro M4 13 Inch,22000000,200000,15550000,0.71,0.29,0,BELUM TERPENUHI
01/26/2024,6,iPad Pro M4 13 Inch,22000000,200000,15750000,0.72,0.28,0,BELUM TERPENUHI
01/27/2024,6,iPad Pro M4 13 Inch,22000000,500000,16250000,0.74,0.26,0,BELUM TERPENUHI
01/28/2024,6,iPad Pro M4 13 Inch,22000000,100000,16350000,0.74,0.26,0,BELUM TERPENUHI
01/29/2024,6,iPad Pro M4 13 Inch,22000000,500000,16850000,0.77,0.23,0,BELUM TERPENUHI
